2367,1,62420,Entertainment 100+ACU-,0,2015-12-18 02:04:26 UTC,2015-12-18 02:04:26 UTC,34
2368,,62800,Home office,1,2015-12-18 02:04:26 UTC,2016-01-08 14:29:33 UTC,34
2369,1,62810,Cleaning Expenses,0,2015-12-18 02:04:26 UTC,2015-12-31 00:40:36 UTC,34
2370,1,62820,Computer Expenses,0,2015-12-18 02:04:26 UTC,2015-12-18 02:04:26 UTC,34
2371,1,62830,Council Rates,0,2015-12-18 02:04:26 UTC,2015-12-31 00:40:37 UTC,34
2372,0,62840,Mortgage expenses,0,2015-12-18 02:04:26 UTC,2015-12-18 02:04:26 UTC,34
2373,1,62850,Water Expenses,0,2015-12-18 02:04:26 UTC,2015-12-31 00:40:37 UTC,34
2374,1,62860,Stationery,0,2015-12-18 02:04:27 UTC,2015-12-18 02:04:27 UTC,34
2375,1,62870,Waste Removal,0,2015-12-18 02:04:27 UTC,2015-12-18 02:04:27 UTC,34
2376,1,62880,Telephone Expenses,0,2015-12-18 02:04:27 UTC,2015-12-31 00:40:37 UTC,34
2377,,63200,Insurance,1,2015-12-18 02:04:27 UTC,2015-12-18 02:04:27 UTC,34
2378,,63600,Interest,1,2015-12-18 02:04:27 UTC,2016-01-08 12:52:53 UTC,34
2379,,64000,Legal and accounting,1,2015-12-18 02:04:27 UTC,2016-01-08 14:29:34 UTC,34
2380,1,64010,Accounting/Bookeeping Fees,0,2015-12-18 02:04:27 UTC,2015-12-18 02:04:27 UTC,34
2381,,64400,Motor vehicle,1,2015-12-18 02:04:27 UTC,2016-01-08 14:29:34 UTC,34
2382,1,64410,Parking Expenses,0,2015-12-18 02:04:28 UTC,2015-12-18 02:04:28 UTC,34
2383,1,64420,Tolls Expenses,0,2015-12-18 02:04:28 UTC,2015-12-18 02:04:28 UTC,34
2384,1,64430,Motor Vehicle Registration,0,2015-12-18 02:04:28 UTC,2015-12-31 00:40:37 UTC,34
2385,1,64440,Motor Vehicle Insurance,0,2015-12-18 02:04:28 UTC,2015-12-18 02:04:28 UTC,34
2386,1,64450,Motor Vehicle Fuel/Oil,0,2015-12-18 02:04:28 UTC,2015-12-18 02:04:28 UTC,34
2387,1,64460,Motor Vehicle Maintenance,0,2015-12-18 02:04:28 UTC,2015-12-18 02:04:28 UTC,34
2388,,64800,Power,1,2015-12-18 02:04:28 UTC,2016-01-08 14:29:34 UTC,34
2389,1,64810,Electricity Expenses,0,2015-12-18 02:04:28 UTC,2015-12-18 02:04:28 UTC,34
2390,1,64820,Gas Expenses,0,2015-12-18 02:04:28 UTC,2015-12-18 02:04:28 UTC,34
2391,,65200,Rent and rates,1,2015-12-18 02:04:29 UTC,2015-12-18 02:04:29 UTC,34
2392,0,65210,Rent expenses,0,2015-12-18 02:04:29 UTC,2015-12-18 02:04:29 UTC,34
2393,,65600,Repairs and maintenance,1,2015-12-18 02:04:29 UTC,2015-12-18 02:04:29 UTC,34
2394,,66000,Salary and wages,1,2015-12-18 02:04:29 UTC,2015-12-18 02:04:29 UTC,34
2395,0,66010,Wages +ACY- Salaries Expenses,0,2015-12-18 02:04:29 UTC,2015-12-18 02:04:29 UTC,34
2405,0,66011,T.Smith salary to pay,0,2015-12-24 09:32:43 UTC,2015-12-24 09:32:43 UTC,34
2406,0,66012,T.Smith tax to pay,0,2015-12-24 09:32:43 UTC,2015-12-24 09:32:43 UTC,34
2407,0,66013,T.Smith acc to pay,0,2015-12-24 09:32:43 UTC,2015-12-24 09:32:43 UTC,34
2408,0,66014,T.Smith student loan to pay,0,2015-12-24 09:32:44 UTC,2015-12-24 09:32:44 UTC,34
2409,0,66015,T.Smith KiwiSaver to pay,0,2015-12-24 09:32:44 UTC,2015-12-24 09:32:44 UTC,34
2396,,66400,Contractors,1,2015-12-18 02:04:29 UTC,2016-01-08 14:29:34 UTC,34
